date,municipality,mining_active,pm25,pm10,no2,so2,aqi,aqi_category,wind_speed_kmh,wind_direction,temperature_c,humidity_pct
2024-12-26,Hinatuan,False,24.9,46.4,26.4,12.9,78,Moderate,9.1,NNE,24.7,83.5
2024-12-27,Hinatuan,False,45.8,60.9,19.2,14.1,126,Unhealthy for Sensitive Groups,7.0,ENE,31.4,73.5
2024-12-28,Hinatuan,False,30.5,27.6,35.6,19.3,90,Moderate,14.7,NE,28.3,79.3
2024-12-29,Hinatuan,False,33.5,48.3,17.0,19.0,96,Moderate,5.8,NE,24.0,92.0
2024-12-30,Hinatuan,False,47.8,66.4,17.4,22.6,131,Unhealthy for Sensitive Groups,14.7,NNE,26.8,86.0
2024-12-31,Hinatuan,False,38.0,57.5,23.8,17.5,107,Unhealthy for Sensitive Groups,5.5,NE,27.7,75.7
2023-01-01,Lianga,False,15.8,43.6,30.5,31.2,58,Moderate,11.3,NNE,29.8,66.8
2023-01-02,Lianga,False,18.8,61.7,24.8,14.6,65,Moderate,12.4,NE,31.0,83.3
2023-01-03,Lianga,False,26.5,63.2,18.7,26.5,81,Moderate,6.8,NE,30.7,69.9
2023-01-04,Lianga,False,27.7,56.8,24.6,25.1,83,Moderate,5.1,ENE,26.2,90.7
2023-01-05,Lianga,False,42.9,72.2,20.9,23.9,119,Unhealthy for Sensitive Groups,5.3,NNE,29.3,75.3
2023-01-06,Lianga,False,13.1,38.5,24.1,17.5,52,Moderate,8.6,NNE,25.8,93.1
2023-01-07,Lianga,False,15.8,45.7,32.0,22.9,58,Moderate,9.2,NNE,30.1,92.5
2023-01-08,Lianga,False,35.5,43.1,16.3,10.4,100,Unhealthy for Sensitive Groups,8.1,NNE,25.0,89.4
2023-01-09,Lianga,False,36.6,77.2,15.2,18.3,103,Unhealthy for Sensitive Groups,9.0,ENE,31.6,81.3
2023-01-10,Lianga,False,12.9,80.5,21.0,10.4,52,Moderate,7.6,NNE,26.2,78.5
2023-01-11,Lianga,False,52.2,54.4,18.9,22.9,142,Unhealthy for Sensitive Groups,7.1,ENE,25.7,92.7
2023-01-12,Lianga,False,43.2,60.8,31.9,7.2,120,Unhealthy for Sensitive Groups,10.8,NNE,30.9,67.4
2023-01-13,Lianga,False,37.2,31.0,12.5,18.7,105,Unhealthy for Sensitive Groups,6.0,ENE,30.8,72.4
2023-01-14,Lianga,False,47.1,71.7,15.4,11.9,129,Unhealthy for Sensitive Groups,5.8,NNE,26.7,94.8
2023-01-15,Lianga,False,21.8,86.0,31.8,22.5,71,Moderate,10.3,NNE,31.2,88.6
2023-01-16,Lianga,False,19.3,67.7,21.6,30.4,66,Moderate,14.8,NNE,30.9,88.2
2023-01-17,Lianga,False,21.1,75.3,33.1,8.5,69,Moderate,7.6,ENE,24.0,90.8
2023-01-18,Lianga,False,24.1,31.4,20.0,24.4,76,Moderate,7.6,NNE,26.1,66.5
2023-01-19,Lianga,False,29.8,89.5,41.4,26.7,88,Moderate,11.0,NE,28.4,90.3
2023-01-20,Lianga,False,46.8,41.6,19.4,29.1,129,Unhealthy for Sensitive Groups,7.1,ENE,28.4,94.2
2023-01-21,Lianga,False,29.3,86.0,30.7,17.8,87,Moderate,7.8,NNE,25.7,73.3
2023-01-22,Lianga,False,21.9,41.9,23.1,16.6,71,Moderate,11.0,ENE,26.8,72.3
2023-01-23,Lianga,False,36.1,28.4,30.2,22.2,102,Unhealthy for Sensitive Groups,10.6,ENE,32.8,87.8
2023-01-24,Lianga,False,44.6,53.8,35.0,6.9,123,Unhealthy for Sensitive Groups,14.8,ENE,32.8,80.8
2023-01-25,Lianga,False,34.9,28.1,20.6,14.2,99,Moderate,13.4,NE,28.7,69.7
2023-01-26,Lianga,False,19.8,53.7,26.4,10.9,67,Moderate,7.5,ENE,24.7,94.4
2023-01-27,Lianga,False,38.2,34.3,26.6,21.6,107,Unhealthy for Sensitive Groups,6.0,NNE,24.8,92.7
2023-01-28,Lianga,False,38.6,33.7,27.1,28.8,108,Unhealthy for Sensitive Groups,7.0,NE,26.4,79.9
2023-01-29,Lianga,False,29.2,84.2,25.5,10.4,87,Moderate,6.9,ENE,28.3,88.5
2023-01-30,Lianga,False,44.3,81.6,30.6,20.0,122,Unhealthy for Sensitive Groups,11.2,NNE,28.5,88.9
2023-01-31,Lianga,False,26.1,33.4,24.3,22.7,80,Moderate,6.6,ENE,25.4,70.6
2023-02-01,Lianga,False,53.3,88.6,26.3,16.1,145,Unhealthy for Sensitive Groups,13.4,ENE,32.9,83.2
2023-02-02,Lianga,False,37.7,80.3,25.8,20.5,106,Unhealthy for Sensitive Groups,12.0,ENE,25.4,86.7
2023-02-03,Lianga,False,23.1,58.3,16.9,14.8,74,Moderate,8.4,ENE,30.7,94.0
2023-02-04,Lianga,False,15.0,31.1,42.7,31.6,56,Moderate,13.5,NNE,29.9,73.7
2023-02-05,Lianga,False,27.2,45.4,17.8,10.9,82,Moderate,7.1,NE,31.9,79.8
2023-02-06,Lianga,False,14.4,88.8,25.4,7.2,55,Moderate,14.3,NNE,24.7,75.2
2023-02-07,Lianga,False,12.8,72.4,20.0,23.8,52,Moderate,14.1,ENE,28.7,84.7
2023-02-08,Lianga,False,37.5,76.0,21.8,30.8,105,Unhealthy for Sensitive Groups,14.4,NNE,31.8,87.0
2023-02-09,Lianga,False,12.5,58.3,26.1,25.3,51,Moderate,9.4,NE,32.2,81.0
2023-02-10,Lianga,False,50.3,66.9,20.7,24.0,137,Unhealthy for Sensitive Groups,11.7,NE,25.9,87.0
2023-02-11,Lianga,False,26.9,56.6,30.5,29.0,82,Moderate,10.0,NE,28.4,89.3
2023-02-12,Lianga,False,15.4,22.2,13.4,13.9,57,Moderate,5.7,ENE,31.6,92.6
2023-02-13,Lianga,False,44.2,38.0,24.9,7.1,122,Unhealthy for Sensitive Groups,12.3,NNE,29.4,83.0
2023-02-14,Lianga,False,42.1,79.2,22.1,19.4,117,Unhealthy for Sensitive Groups,13.2,NNE,26.6,86.4
2023-02-15,Lianga,False,40.6,54.4,24.5,8.4,113,Unhealthy for Sensitive Groups,12.4,NE,29.7,67.6
2023-02-16,Lianga,False,32.3,69.2,28.3,26.9,93,Moderate,5.3,ENE,28.5,72.2
2023-02-17,Lianga,False,42.5,28.8,17.5,13.5,118,Unhealthy for Sensitive Groups,6.9,NE,26.3,76.5
2023-02-18,Lianga,False,17.3,69.1,33.5,22.8,61,Moderate,12.4,ENE,29.0,86.9
2023-02-19,Lianga,False,27.2,31.3,36.5,32.3,82,Moderate,13.8,ENE,26.4,80.2
2023-02-20,Lianga,False,52.7,52.0,20.7,12.1,143,Unhealthy for Sensitive Groups,13.7,ENE,28.8,91.8
2023-02-21,Lianga,False,32.2,50.3,24.7,13.1,93,Moderate,6.4,NE,31.0,72.5
2023-02-22,Lianga,False,29.6,31.2,21.2,8.0,88,Moderate,8.9,NNE,28.8,70.6
2023-02-23,Lianga,False,34.8,85.0,29.4,27.4,99,Moderate,5.8,ENE,29.9,81.3
2023-02-24,Lianga,False,20.0,26.9,20.3,26.0,67,Moderate,6.8,NE,26.3,68.1
2023-02-25,Lianga,False,29.6,84.3,23.8,24.8,88,Moderate,5.0,NE,30.9,74.2
2023-02-26,Lianga,False,20.2,38.8,30.7,15.8,67,Moderate,14.6,NE,29.8,93.4
2023-02-27,Lianga,False,21.0,74.8,30.5,28.0,69,Moderate,11.8,NNE,28.8,72.6
2023-02-28,Lianga,False,38.0,81.8,25.3,32.5,106,Unhealthy for Sensitive Groups,10.1,NE,31.4,69.1
2023-03-01,Lianga,False,40.2,56.2,25.3,26.1,112,Unhealthy for Sensitive Groups,14.8,NNE,29.4,85.4
2023-03-02,Lianga,False,40.8,49.1,17.4,13.5,114,Unhealthy for Sensitive Groups,7.3,NE,32.4,76.3
2023-03-03,Lianga,False,29.0,67.5,25.7,11.7,86,Moderate,5.5,ENE,29.0,88.9
2023-03-04,Lianga,False,41.3,71.7,29.3,19.5,115,Unhealthy for Sensitive Groups,8.8,NE,27.0,67.6
2023-03-05,Lianga,False,37.8,44.4,32.5,15.2,106,Unhealthy for Sensitive Groups,7.0,NE,25.2,82.4
2023-03-06,Lianga,False,50.5,61.7,18.1,11.1,138,Unhealthy for Sensitive Groups,13.1,NE,25.3,77.3
2023-03-07,Lianga,False,40.7,82.8,21.2,18.2,113,Unhealthy for Sensitive Groups,12.5,ENE,29.7,72.5
2023-03-08,Lianga,False,32.4,78.5,25.1,21.1,94,Moderate,10.0,NE,26.9,86.2
2023-03-09,Lianga,False,33.1,52.3,14.0,20.0,95,Moderate,14.5,NE,29.3,90.2
2023-03-10,Lianga,False,18.9,64.6,36.5,22.1,65,Moderate,13.3,NNE,25.4,91.9
2023-03-11,Lianga,False,45.1,79.9,24.9,30.7,124,Unhealthy for Sensitive Groups,6.2,ENE,25.1,83.7
2023-03-12,Lianga,False,17.6,62.0,20.6,18.3,62,Moderate,12.8,NNE,32.8,73.3
2023-03-13,Lianga,False,29.7,89.2,37.8,30.0,88,Moderate,7.8,ENE,24.9,67.6
2023-03-14,Lianga,False,45.4,74.1,29.2,13.2,125,Unhealthy for Sensitive Groups,5.7,NNE,25.7,74.7
2023-03-15,Lianga,False,34.7,37.7,10.7,12.0,99,Moderate,5.0,ENE,24.7,90.6
2023-03-16,Lianga,False,26.6,42.5,22.2,7.6,81,Moderate,7.5,NNE,24.6,74.1
2023-03-17,Lianga,False,28.2,35.6,18.4,8.7,85,Moderate,5.8,NNE,26.2,79.0
2023-03-18,Lianga,False,53.6,40.2,28.8,9.0,145,Unhealthy for Sensitive Groups,12.9,ENE,29.0,71.2
2023-03-19,Lianga,False,50.5,57.8,28.3,17.5,138,Unhealthy for Sensitive Groups,12.9,ENE,32.6,87.9
2023-03-20,Lianga,False,32.3,62.9,26.5,24.6,93,Moderate,8.0,NNE,28.8,76.0
2023-03-21,Lianga,False,42.3,55.1,12.6,11.6,117,Unhealthy for Sensitive Groups,6.3,NE,31.5,74.0
2023-03-22,Lianga,False,39.4,25.8,26.8,28.8,110,Unhealthy for Sensitive Groups,10.1,ENE,28.6,68.5
2023-03-23,Lianga,False,36.3,62.0,12.9,11.2,102,Unhealthy for Sensitive Groups,14.7,NNE,30.3,82.4
2023-03-24,Lianga,False,36.9,72.4,21.3,14.6,104,Unhealthy for Sensitive Groups,10.8,NNE,28.2,92.9
2023-03-25,Lianga,False,25.7,79.0,18.2,24.2,79,Moderate,6.0,ENE,29.3,90.2
2023-03-26,Lianga,False,14.4,58.8,11.4,10.1,55,Moderate,7.2,ENE,29.4,82.6
2023-03-27,Lianga,False,31.0,74.5,28.9,17.4,91,Moderate,14.2,NNE,24.8,93.9
2023-03-28,Lianga,False,36.5,62.3,27.6,13.8,103,Unhealthy for Sensitive Groups,11.9,NNE,29.5,78.8
2023-03-29,Lianga,False,26.6,61.3,21.9,24.1,81,Moderate,7.5,NNE,32.0,72.4
2023-03-30,Lianga,False,36.0,80.3,39.9,22.7,101,Unhealthy for Sensitive Groups,10.8,NNE,24.6,84.9
2023-03-31,Lianga,False,38.8,60.3,30.1,11.5,109,Unhealthy for Sensitive Groups,8.1,NNE,32.0,80.9
2023-04-01,Lianga,False,41.8,68.0,25.3,25.4,116,Unhealthy for Sensitive Groups,8.8,ESE,29.6,88.7
2023-04-02,Lianga,False,31.8,30.2,14.7,18.8,92,Moderate,7.0,E,29.9,83.1
2023-04-03,Lianga,False,38.0,29.9,34.3,15.2,106,Unhealthy for Sensitive Groups,8.6,E,27.6,80.9
2023-04-04,Lianga,False,48.1,61.1,26.1,9.7,132,Unhealthy for Sensitive Groups,7.1,ESE,27.5,92.0
2023-04-05,Lianga,False,45.4,67.0,19.4,25.8,125,Unhealthy for Sensitive Groups,9.8,SE,27.5,81.7
2023-04-06,Lianga,False,23.5,48.0,22.6,16.6,74,Moderate,4.6,E,26.1,66.4
2023-04-07,Lianga,False,12.0,45.3,24.7,23.1,50,Moderate,6.9,SE,32.6,87.9
2023-04-08,Lianga,False,17.6,66.9,16.5,13.8,62,Moderate,4.9,E,32.8,70.3
2023-04-09,Lianga,False,22.1,82.3,17.8,19.1,72,Moderate,7.0,SE,25.5,93.0
2023-04-10,Lianga,False,21.7,79.2,16.6,6.7,71,Moderate,4.1,SE,27.5,77.0
2023-04-11,Lianga,False,12.8,75.2,31.9,8.8,52,Moderate,5.5,ESE,24.8,87.1
2023-04-12,Lianga,False,41.8,23.2,22.5,11.3,116,Unhealthy for Sensitive Groups,7.8,ESE,26.0,68.1
2023-04-13,Lianga,False,27.2,28.7,18.2,21.2,83,Moderate,9.3,SE,30.3,78.4
2023-04-14,Lianga,False,33.0,38.4,25.5,16.9,95,Moderate,7.3,ESE,26.2,86.9
2023-04-15,Lianga,False,21.3,42.3,19.4,7.1,70,Moderate,4.0,E,31.0,65.9
2023-04-16,Lianga,False,21.1,79.9,25.3,28.0,70,Moderate,4.0,ESE,29.3,76.3
2023-04-17,Lianga,False,15.8,57.3,31.6,26.5,58,Moderate,5.5,E,24.0,80.6
2023-04-18,Lianga,False,50.3,74.2,19.0,15.2,137,Unhealthy for Sensitive Groups,4.3,ESE,32.0,76.2
2023-04-19,Lianga,False,45.0,47.9,33.1,11.4,124,Unhealthy for Sensitive Groups,5.3,E,27.3,72.5
2023-04-20,Lianga,False,47.4,83.7,28.1,22.4,130,Unhealthy for Sensitive Groups,7.2,ESE,27.4,82.9
2023-04-21,Lianga,False,42.6,53.1,21.9,25.3,118,Unhealthy for Sensitive Groups,6.8,SE,27.1,77.8
2023-04-22,Lianga,False,42.4,68.3,34.8,31.7,117,Unhealthy for Sensitive Groups,9.8,ESE,25.8,92.5
2023-04-23,Lianga,False,40.2,77.0,35.1,20.8,112,Unhealthy for Sensitive Groups,4.3,E,25.2,81.5
2023-04-24,Lianga,False,32.0,59.9,17.5,30.5,93,Moderate,8.9,SE,29.5,72.1
2023-04-25,Lianga,False,36.2,61.7,32.1,8.7,102,Unhealthy for Sensitive Groups,6.6,E,27.6,71.8
2023-04-26,Lianga,False,26.1,68.3,14.9,23.8,80,Moderate,9.9,ESE,28.7,82.9
2023-04-27,Lianga,False,14.6,70.6,16.3,27.5,56,Moderate,3.0,ESE,27.7,80.9
2023-04-28,Lianga,False,21.0,64.2,16.6,29.4,69,Moderate,8.0,ESE,28.0,75.9
2023-04-29,Lianga,False,36.0,56.6,26.7,18.9,101,Unhealthy for Sensitive Groups,3.4,E,26.7,85.0
2023-04-30,Lianga,False,40.2,31.5,21.0,19.7,112,Unhealthy for Sensitive Groups,7.7,E,31.5,71.4
2023-05-01,Lianga,False,12.8,32.4,21.4,7.8,52,Moderate,6.1,SE,24.4,66.7
2023-05-02,Lianga,False,16.7,19.1,16.6,6.1,60,Moderate,6.3,ESE,29.3,67.4
2023-05-03,Lianga,False,27.7,33.8,14.3,5.6,83,Moderate,7.9,E,32.5,93.1
2023-05-04,Lianga,False,21.4,46.2,10.2,16.5,70,Moderate,8.8,E,25.4,90.2
2023-05-05,Lianga,False,36.2,62.0,22.8,16.2,102,Unhealthy for Sensitive Groups,6.2,E,27.7,67.4
2023-05-06,Lianga,False,16.3,21.3,8.0,15.0,59,Moderate,4.2,ESE,30.6,85.0
2023-05-07,Lianga,False,11.6,24.0,13.2,10.1,48,Good,6.5,E,30.5,69.4
2023-05-08,Lianga,False,22.1,15.8,9.0,13.8,72,Moderate,5.8,ESE,29.7,81.5
2023-05-09,Lianga,False,23.4,22.5,20.2,22.0,74,Moderate,5.5,E,31.3,87.7
2023-05-10,Lianga,False,14.0,67.2,22.3,9.1,54,Moderate,4.4,ESE,28.4,84.8
2023-05-11,Lianga,False,34.1,58.4,17.6,18.9,97,Moderate,6.2,SE,24.5,73.1
2023-05-12,Lianga,False,29.5,63.0,15.7,24.4,87,Moderate,8.8,SE,26.8,86.8
2023-05-13,Lianga,False,8.9,50.6,15.3,5.1,37,Good,5.8,ESE,24.6,82.4
2023-05-14,Lianga,False,9.0,45.8,14.9,16.4,37,Good,4.7,ESE,24.4,78.0
2023-05-15,Lianga,False,28.4,57.0,19.2,22.4,85,Moderate,7.0,ESE,26.6,66.1
2023-05-16,Lianga,False,36.7,42.6,20.5,14.4,103,Unhealthy for Sensitive Groups,6.8,SE,31.0,84.7
2023-05-17,Lianga,False,11.9,55.6,18.1,18.8,50,Good,9.9,SE,26.7,91.7
2023-05-18,Lianga,False,13.8,39.9,29.3,16.3,54,Moderate,8.1,E,30.3,95.0
2023-05-19,Lianga,False,19.9,28.3,9.8,5.4,67,Moderate,5.9,SE,31.7,79.1
2023-05-20,Lianga,False,28.8,29.3,14.0,13.3,86,Moderate,3.8,SE,32.0,76.0
2023-05-21,Lianga,False,29.6,49.3,15.9,14.5,88,Moderate,10.0,ESE,27.8,94.1
2023-05-22,Lianga,False,36.7,52.4,13.8,5.8,103,Unhealthy for Sensitive Groups,6.9,ESE,29.4,67.6
2023-05-23,Lianga,False,12.8,30.3,12.7,9.1,52,Moderate,4.8,E,26.1,65.7
2023-05-24,Lianga,False,35.2,59.2,17.3,14.4,100,Moderate,9.0,E,30.9,73.1
2023-05-25,Lianga,False,32.3,56.1,22.8,15.4,93,Moderate,9.4,SE,27.5,70.7
2023-05-26,Lianga,False,32.8,42.7,14.5,20.4,94,Moderate,4.1,ESE,31.5,80.2
2023-05-27,Lianga,False,29.3,53.0,20.2,16.6,87,Moderate,8.4,ESE,32.1,94.9
2023-05-28,Lianga,False,20.2,45.4,8.5,14.4,68,Moderate,3.2,ESE,24.7,78.1
2023-05-29,Lianga,False,16.0,49.2,14.0,14.0,58,Moderate,8.7,E,29.7,93.0
2023-05-30,Lianga,False,34.7,32.5,13.8,18.3,99,Moderate,9.1,SE,24.8,69.0
2023-05-31,Lianga,False,15.9,19.7,21.2,18.2,58,Moderate,7.8,ESE,31.2,87.3
2023-06-01,Lianga,False,15.3,23.9,16.2,8.9,57,Moderate,8.3,WSW,30.2,89.9
2023-06-02,Lianga,False,21.1,27.3,9.8,4.5,70,Moderate,9.8,SW,27.1,68.6
2023-06-03,Lianga,False,28.0,52.7,22.3,15.1,84,Moderate,18.2,WSW,30.8,83.0
2023-06-04,Lianga,False,31.0,35.4,18.0,8.0,91,Moderate,13.4,SW,28.0,77.0
2023-06-05,Lianga,False,21.1,32.5,13.7,21.4,69,Moderate,10.7,SW,27.0,66.9
2023-06-06,Lianga,False,17.2,28.9,24.7,6.0,61,Moderate,15.5,SSW,28.6,73.4
2023-06-07,Lianga,False,25.5,31.4,17.7,12.0,79,Moderate,9.7,SSW,31.7,68.0
2023-06-08,Lianga,False,24.4,45.7,15.0,15.3,77,Moderate,12.2,WSW,28.8,92.0
2023-06-09,Lianga,False,32.2,29.2,12.7,18.0,93,Moderate,19.2,SSW,27.0,82.6
2023-06-10,Lianga,False,23.4,24.1,20.1,16.1,74,Moderate,14.5,SW,30.2,74.9
2023-06-11,Lianga,False,20.2,25.1,8.8,8.3,67,Moderate,10.5,SW,29.6,87.1
2023-06-12,Lianga,False,31.3,38.9,22.2,4.8,91,Moderate,9.0,WSW,24.2,76.5
2023-06-13,Lianga,False,25.6,47.4,20.4,19.2,79,Moderate,11.5,SSW,27.7,91.3
2023-06-14,Lianga,False,17.0,55.9,20.0,14.8,61,Moderate,11.1,SSW,32.1,69.6
2023-06-15,Lianga,False,16.3,25.6,16.9,6.9,59,Moderate,12.0,SSW,28.3,71.0
2023-06-16,Lianga,False,26.4,28.2,9.6,12.6,81,Moderate,12.8,SSW,29.2,66.4
2023-06-17,Lianga,False,32.1,42.5,15.3,5.1,93,Moderate,8.6,WSW,29.3,87.6
2023-06-18,Lianga,False,10.7,53.1,21.0,13.6,45,Good,10.1,SSW,32.8,83.7
2023-06-19,Lianga,False,21.6,42.5,8.3,12.4,71,Moderate,12.5,SW,29.1,90.8
2023-06-20,Lianga,False,23.7,49.2,20.8,18.8,75,Moderate,9.0,SW,28.7,78.5
2023-06-21,Lianga,False,36.9,58.4,24.3,23.7,104,Unhealthy for Sensitive Groups,13.1,SW,27.2,65.2
2023-06-22,Lianga,False,17.5,47.7,21.8,21.8,62,Moderate,10.0,WSW,28.0,70.1
2023-06-23,Lianga,False,22.7,47.8,12.4,7.4,73,Moderate,15.1,WSW,28.9,77.0
2023-06-24,Lianga,False,14.5,68.6,21.3,15.9,55,Moderate,17.0,SW,29.2,76.4
2023-06-25,Lianga,False,34.0,30.3,15.8,7.9,97,Moderate,15.5,WSW,30.2,77.2
2023-06-26,Lianga,False,30.3,55.4,12.0,11.1,89,Moderate,19.1,SW,28.0,77.1
2023-06-27,Lianga,False,17.5,38.6,10.4,7.0,62,Moderate,11.2,WSW,28.4,81.8
2023-06-28,Lianga,False,41.5,42.1,21.9,27.3,115,Unhealthy for Sensitive Groups,11.8,WSW,26.6,85.1
2023-06-29,Lianga,False,28.3,64.3,15.0,13.2,85,Moderate,12.3,SSW,25.8,65.6
2023-06-30,Lianga,False,14.8,49.6,18.1,16.8,56,Moderate,18.7,SW,24.6,78.2
2023-07-01,Lianga,False,17.1,17.0,9.4,4.5,61,Moderate,11.6,SW,24.2,72.2
2023-07-02,Lianga,False,27.4,63.3,10.4,18.5,83,Moderate,17.7,WSW,25.2,85.5
2023-07-03,Lianga,False,31.7,55.2,26.4,10.6,92,Moderate,13.6,WSW,26.9,92.5
2023-07-04,Lianga,False,23.4,43.8,17.2,21.1,74,Moderate,12.9,SW,25.6,66.0
2023-07-05,Lianga,False,18.7,68.4,25.7,23.0,64,Moderate,12.1,SSW,32.2,72.2
2023-07-06,Lianga,False,22.4,59.8,11.9,21.4,72,Moderate,16.1,SW,30.5,73.8
2023-07-07,Lianga,False,15.3,22.6,17.1,15.4,57,Moderate,18.9,SSW,32.0,80.3
2023-07-08,Lianga,False,29.3,66.2,23.4,13.4,87,Moderate,16.8,WSW,26.3,92.9
2023-07-09,Lianga,False,11.7,44.5,12.4,26.2,49,Good,18.2,SW,30.7,75.5
2023-07-10,Lianga,False,32.7,76.2,15.1,24.7,94,Moderate,13.1,WSW,27.9,89.3
2023-07-11,Lianga,False,29.2,19.2,11.8,15.8,87,Moderate,8.7,WSW,29.0,84.2
2023-07-12,Lianga,False,35.3,38.6,12.9,12.8,100,Moderate,15.8,SSW,25.4,84.2
2023-07-13,Lianga,False,33.8,31.5,28.5,12.9,97,Moderate,13.1,SW,25.6,83.1
2023-07-14,Lianga,False,16.6,28.9,22.5,9.3,60,Moderate,15.5,SW,29.3,75.8
2023-07-15,Lianga,False,38.9,46.7,17.0,24.8,109,Unhealthy for Sensitive Groups,15.4,SSW,25.9,86.0
2023-07-16,Lianga,False,27.2,28.8,18.9,7.6,82,Moderate,19.9,SSW,24.7,80.6
2023-07-17,Lianga,False,21.2,66.2,23.7,15.3,70,Moderate,12.0,WSW,31.9,88.8
2023-07-18,Lianga,False,12.9,51.3,15.7,18.4,52,Moderate,10.4,SSW,31.0,93.0
2023-07-19,Lianga,False,15.1,57.1,26.8,20.7,57,Moderate,11.8,SSW,30.2,90.7
2023-07-20,Lianga,False,34.8,37.1,12.4,19.2,99,Moderate,16.1,SW,27.1,71.6
2023-07-21,Lianga,False,23.1,49.6,23.6,16.2,74,Moderate,15.0,SSW,26.1,84.8
2023-07-22,Lianga,False,10.4,55.5,22.7,14.2,43,Good,17.8,SW,28.1,79.2
2023-07-23,Lianga,False,31.5,24.5,21.5,24.9,92,Moderate,9.5,SSW,28.6,78.5
2023-07-24,Lianga,False,35.1,52.1,20.0,17.5,99,Moderate,12.4,SW,31.3,91.6
2023-07-25,Lianga,False,34.4,34.5,13.9,21.3,98,Moderate,18.9,SW,28.3,84.6
2023-07-26,Lianga,False,17.1,49.1,10.4,12.4,61,Moderate,10.1,WSW,25.0,82.1
2023-07-27,Lianga,False,17.3,18.9,23.0,13.6,61,Moderate,18.9,SW,27.6,67.7
2023-07-28,Lianga,False,20.7,31.8,10.4,22.8,69,Moderate,17.4,SSW,29.9,82.9
2023-07-29,Lianga,False,11.9,60.2,22.5,23.4,49,Good,18.1,SSW,24.4,90.2
2023-07-30,Lianga,False,12.1,53.8,11.4,16.4,50,Moderate,11.1,WSW,25.0,92.3
2023-07-31,Lianga,False,26.3,44.6,18.4,23.7,81,Moderate,17.7,SW,31.2,90.1
2023-08-01,Lianga,False,40.0,58.3,31.0,14.8,112,Unhealthy for Sensitive Groups,19.2,WSW,25.1,65.4
2023-08-02,Lianga,False,34.9,56.8,18.6,14.0,99,Moderate,17.1,WSW,24.2,68.6
2023-08-03,Lianga,False,19.2,43.1,19.0,13.3,65,Moderate,12.3,WSW,32.3,86.0
2023-08-04,Lianga,False,21.5,40.7,28.2,17.7,70,Moderate,19.0,WSW,29.7,65.7
2023-08-05,Lianga,False,18.0,26.2,13.7,19.5,63,Moderate,19.1,SSW,25.3,65.6
2023-08-06,Lianga,False,16.9,19.5,17.6,17.0,60,Moderate,13.1,SSW,24.2,85.3
2023-08-07,Lianga,False,14.3,47.4,22.3,23.9,55,Moderate,15.1,SSW,30.3,75.6
2023-08-08,Lianga,False,36.3,21.4,15.8,14.0,102,Unhealthy for Sensitive Groups,11.5,WSW,28.0,82.6
2023-08-09,Lianga,False,10.7,59.3,22.1,16.4,45,Good,12.8,WSW,27.3,77.7
2023-08-10,Lianga,False,35.8,37.7,24.7,21.1,101,Unhealthy for Sensitive Groups,17.2,WSW,28.7,89.3
2023-08-11,Lianga,False,19.2,49.9,18.1,20.5,65,Moderate,14.7,SW,25.6,85.8
2023-08-12,Lianga,False,23.8,52.2,22.3,17.7,75,Moderate,12.1,WSW,28.9,89.3
2023-08-13,Lianga,False,41.1,60.8,15.5,11.9,114,Unhealthy for Sensitive Groups,11.4,SW,26.9,80.7
2023-08-14,Lianga,False,25.9,41.6,25.8,12.4,80,Moderate,16.0,SSW,29.3,86.3
2023-08-15,Lianga,False,19.2,46.0,27.4,10.9,65,Moderate,19.4,SSW,27.1,80.4
2023-08-16,Lianga,False,23.4,51.0,27.9,18.8,74,Moderate,14.4,SW,25.7,81.1
2023-08-17,Lianga,False,11.4,25.0,16.2,8.2,47,Good,10.3,SW,32.4,68.1
2023-08-18,Lianga,False,19.0,72.1,13.7,23.2,65,Moderate,11.8,SW,26.3,71.2
2023-08-19,Lianga,False,11.8,29.9,22.1,8.7,49,Good,19.2,SW,31.5,86.0
2023-08-20,Lianga,False,36.4,24.5,26.9,20.0,102,Unhealthy for Sensitive Groups,18.4,WSW,30.4,67.1
2023-08-21,Lianga,False,34.5,66.1,21.9,13.0,98,Moderate,10.0,SW,32.1,68.1
2023-08-22,Lianga,False,10.2,47.6,21.5,6.6,43,Good,15.0,WSW,30.5,79.8
2023-08-23,Lianga,False,19.4,52.5,19.2,11.1,66,Moderate,15.9,SW,29.5,70.7
2023-08-24,Lianga,False,27.1,24.6,12.3,12.3,82,Moderate,10.5,WSW,28.3,82.6
2023-08-25,Lianga,False,10.1,56.7,11.7,17.1,42,Good,13.8,WSW,31.0,71.6
2023-08-26,Lianga,False,27.5,61.3,23.4,27.4,83,Moderate,19.9,WSW,24.6,75.5
2023-08-27,Lianga,False,20.6,48.7,21.0,5.3,68,Moderate,10.7,WSW,26.4,87.5
2023-08-28,Lianga,False,23.2,38.2,13.1,15.9,74,Moderate,10.0,SW,30.5,85.9
2023-08-29,Lianga,False,20.8,69.8,29.5,21.5,69,Moderate,8.5,SW,24.4,77.6
2023-08-30,Lianga,False,25.8,26.3,15.2,9.2,80,Moderate,8.3,SW,26.2,78.5
2023-08-31,Lianga,False,27.4,23.8,14.2,10.0,83,Moderate,13.5,WSW,25.7,79.5
2023-09-01,Lianga,False,40.6,53.4,26.0,11.0,113,Unhealthy for Sensitive Groups,9.2,SW,26.9,79.7
2023-09-02,Lianga,False,27.4,46.8,19.0,19.2,83,Moderate,19.2,SSW,27.5,66.3
